en,cs,position,score,rel_score,ratio_score,index,correctness,freqs
deer,zajíců,2,0.5681817478672813,0.0246496837235343,0.9584204169853326,6408,no,121198
carpenter,wilkerson,9,0.4837826733334108,0.0205127644694289,0.9593239142539128,7229,no,23924
blair,mckinnon,8,0.5222164844849918,0.0225796466873325,0.958553951844804,6772,no,3735
witness,nevině,4,0.5533979458127104,0.0170972078250853,0.970030932399576,5840,no,255389
missionary,misijním,7,0.6220107828970607,0.0452106466228066,0.9322404158161705,5673,no,52248
accuracy,nepřesností,5,0.5987322891915535,0.0942368114270114,0.8640100816286139,5735,no,213289
withdraw,stáhl,2,0.5700167699988484,0.004907727142308,0.99146370146565,5805,no,104196
hey,miluju,5,0.5243341952519145,0.0154055705891948,0.9714574104704192,6294,no,138190
wording,formulací,4,0.6285772562861835,0.0345322463788988,0.9479237648682286,6002,no,55463
decorated,pozlaceným,3,0.6257151967103604,0.0529084413715795,0.9220356639489896,5900,no,124112
propulsion,pohonná,6,0.6476707689197216,0.0440272833600388,0.9363489846256908,6621,no,19394
mysterious,tajemného,4,0.6436393841396849,0.0570480590907619,0.918582729515249,6412,no,146641
bailey,paxton,8,0.5395905118564592,0.0338514481260557,0.9409679610346476,5945,no,9459
brook,westchester,5,0.4699342753614497,0.0394888764922086,0.9224831530555316,6344,no,13744
velocity,tíhové,0,0.6179210301785767,0.0,1.0,6613,no,86178
barrel,předpažbí,1,0.58858044364079,0.0134083011857961,0.9777266580130852,7410,no,117841
batman,batmana,3,0.4764849518784678,0.0813380331905,0.8541866589085718,5963,yes,12095
questioned,zpochybňoval,4,0.6222230168432474,0.0433431899294269,0.9348777184172288,7240,no,113976
destroyer,křižníkové,7,0.7041125088767364,0.0392230736024463,0.9472336929282612,6237,no,11629
retreat,protiútokem,7,0.5981707165450665,0.0239247903354337,0.9615416120662812,6188,no,132860
sin,přikázání,6,0.4215418794746556,0.0720382376697741,0.8540495551430518,6039,no,308951
pregnant,těhotnou,3,0.6657401831908061,0.0684078013231629,0.9068201469374716,6768,no,379625
forbes,fishburne,4,0.4534636690164139,0.1786025569503911,0.7174306273409853,6924,no,1948
scouts,skauty,6,0.4964233293890176,0.0385225021157975,0.9279880319705776,6570,no,25786
holdings,akcií,3,0.5268432086367817,0.0206113426216976,0.962350586775986,6864,no,64579
telecommunications,telekomunikační,2,0.7244535069467062,0.0194094339270792,0.973907244385263,7361,no,78249
compromise,kompromisů,3,0.6865905502042623,0.0335789349208476,0.9533735660640852,5796,no,162141
widow,ovdovělé,8,0.629468220548972,0.065078476335054,0.906300790678268,5828,no,52867
flags,vlaje,2,0.5881310201693815,0.0611907302636747,0.9057620813982216,6602,no,88421
physically,fyzickou,8,0.4753623976940104,0.1923162134180267,0.7119628961938458,7142,no,258495
satisfy,ověřitelností,3,0.5491817131468455,0.0425324906820578,0.9281198754283134,6437,no,216025
melody,melodie,0,0.6682558268138393,0.0,1.0,7109,yes,57147
cia,rozvědky,4,0.562485750020802,0.1421766070995229,0.798234422964578,6551,no,1990
unrelated,odkazované,7,0.4973635539410127,0.0421278241626067,0.9219119602787882,6289,no,59558
rap,rapu,6,0.6331239140045852,0.0654540150198199,0.9063039178589146,6495,no,69727
theoretical,teoretická,3,0.7232112183493922,0.1235562436499475,0.8540847999069149,5738,no,127428
kitchen,podkroví,3,0.5763719830261936,0.0162286771502341,0.9726144801367542,5862,no,756155
perception,prožívání,2,0.6518841928670518,0.1342875097576396,0.829188065012629,7166,no,225747
viewing,interaktivně,8,0.5009539421885403,0.0976374359338512,0.8368880015610788,7016,no,282840
minimal,minimálních,5,0.5492604391089981,0.0716989040621975,0.8845352681287694,6077,no,282593
apollo,orbiter,5,0.5824215897417202,0.1733152917465276,0.7706671515022219,6807,no,2219
answered,odpovězte,2,0.5731354551828933,0.0150467910480434,0.9744181482109278,7163,no,279588
georges,faure,9,0.608045648967793,0.1277334208348566,0.8263970448777277,6855,no,1221
clarify,vyjasnit,3,0.6667742368306868,0.0707384435668001,0.9040851154875396,6569,yes,113296
cardiff,birmingham,8,0.597552732334695,0.0373877086991866,0.9411161956571742,5701,no,1622
modes,singleplayer,5,0.4936496311126539,0.0453001873103124,0.915947300171904,6358,no,127220
sensitive,citlivější,2,0.5754728053593131,0.0883500760990625,0.8669071546540198,5842,no,371115
lit,doslova,0,0.4894004330045786,0.0,1.0,6897,no,124561
supplement,měsíčník,0,0.4671710912831531,0.0,1.0,6488,no,303802
exploration,zmapování,5,0.4901891067110384,0.0649049377079444,0.8830739793364555,5949,no,195202
baroque,klasicizující,8,0.6845882745310023,0.0769442847526356,0.8989612672306277,6350,no,12336
payment,proplacení,5,0.6609219880885879,0.0374374928272958,0.9463922322953254,5787,no,1083253
soprano,sopránu,4,0.6970317355962012,0.063715611685364,0.9162460284442084,7199,no,14198
flute,klavíry,5,0.7166419893787737,0.0156792186520351,0.9785896974167988,6644,no,34151
acre,hektarový,7,0.4908616368659596,0.0848677849476086,0.8525908495691048,7395,no,69194
feeding,spásání,8,0.5589257942478986,0.0396513590423918,0.9337573129471546,7053,no,225102
tan,tan,2,0.4744590526167664,0.0279340129680952,0.9443980920883616,6946,yes,72754
releasing,vydali,9,0.511290066990685,0.0436868650926618,0.9212816559263748,6585,no,125720
macdonald,mcauley,8,0.5667383140078105,0.0436859791272088,0.9284334198056794,6684,no,664
armies,armády,1,0.6632778031886949,0.0334945458654066,0.9519289967363416,6138,yes,51252
escort,letadlovou,7,0.5594341323883296,0.0492142898861072,0.9191416783728772,7272,no,66007
activated,deaktivovat,9,0.5443826252865576,0.0875520715429386,0.8614539255682596,6700,no,95196
quarterly,studies,6,0.5507537145422994,0.0726956715670428,0.8833976371029849,7219,no,91996
wagner,brüggemann,3,0.5515279585253539,0.0958121040959949,0.8519910791431448,6557,no,1247
simpson,johnstone,9,0.5446355008982692,0.0255049805343187,0.9552654453333456,5661,no,4937
mohammad,sajjid,4,0.5543487340778133,0.030647522845199,0.9476107368508644,7257,no,712
boarding,internátu,1,0.5494552140605967,0.031960034470486,0.9450306221736848,7043,no,75344
edges,rovnoběžnou,4,0.5889255854126965,0.0756585910777036,0.8861564964166785,7392,no,164035
defining,definují,7,0.6095416023679316,0.05514009845201,0.917042851662698,6184,no,116062
mechanisms,mechanismy,1,0.7460351975399617,0.008590752210849,0.9886158802070272,7350,yes,187087
pursuit,vytrvalosti,5,0.4437085041966563,0.0546594812113713,0.8903230488077597,6235,no,146544
strictly,výlučně,5,0.4926006779056284,0.1185539273343745,0.8060164705986009,6097,no,151931
estimates,odhadují,7,0.6256514347115342,0.0990218711544281,0.8633565354858765,6896,no,243130
fever,horečka,2,0.5742196261788997,0.0161106874933436,0.9727090289618968,7108,yes,131504
broader,smysluplnější,4,0.5585310144971792,0.1243027477754,0.8179604544425267,7300,no,164786
brighton,bournemouth,7,0.5893689894548144,0.0268224155453328,0.9564706431675618,6617,no,2657
brussels,bruselem,3,0.6420333390309804,0.1202385391664054,0.8422629213991935,5954,no,3606
vampire,vlkodlak,3,0.5372135457261923,0.0336561870120545,0.9410440156800424,6595,no,67060
jail,odsouzenec,7,0.5935309656050691,0.1334762474310067,0.8164031318567079,5801,no,188390
lens,objektivy,1,0.5484241139785913,0.0111087003554771,0.9801464720729592,6489,no,262820
lighting,osvětlování,2,0.624289188710484,0.1035495965386732,0.8577300376989038,5744,no,426040
mutual,vzájemné,0,0.6253639417232315,0.0,1.0,5843,yes,224155
accuracy,přesnosti,0,0.692969100618565,0.0,1.0,5735,yes,213289
bullet,výstřelem,8,0.50212107755738,0.0213999412118592,0.9591230524761564,7022,no,106362
wrestlers,zápasníci,2,0.5934965550087243,0.0415097420803541,0.9346309756759292,6037,yes,13621
seemingly,neskutečně,2,0.5775854964004761,0.021976019746297,0.9633465138197476,6979,no,184595
chambers,komoru,5,0.5340512217490616,0.0743969338843715,0.8777267492792059,6295,no,54131
flew,vzlétlo,1,0.7000296827409472,0.0056589707144861,0.991980924325796,5741,no,115830
julia,patricia,8,0.5482858382052009,0.0618566518416077,0.8986193342527871,5861,no,2553
hugo,jungebrand,7,0.47920343364873,0.1159418261686986,0.805187348372285,6133,no,2163
frankfurt,frankfurt/m,2,0.6827874661043456,0.054697976137025,0.9258317886644832,5709,no,1685
elliott,colton,5,0.5752865588683718,0.0159104310692403,0.9730877671232404,6716,no,1435
flute,klavír,0,0.7323212080308088,0.0,1.0,6644,no,34151
inspector,inspektora,1,0.6118964247392853,0.0723664160960135,0.8942417857914455,5915,no,52830
smoke,uhašení,8,0.4829958256387636,0.0761189782750131,0.8638580525105328,6508,no,396488
stored,uchován,8,0.5946566433091252,0.0612496372510011,0.9066183095568232,5883,no,340200
rendered,zjednodušena,8,0.3867306722832597,0.0325156748143665,0.9224425566508396,6833,no,106816
duncan,mcglynn,6,0.5766385976484178,0.0143668410689264,0.975690847955466,5778,no,1804
kurt,niemann,2,0.5220047372412291,0.0064872815626539,0.9877249204683612,6221,no,3530
enlisted,narukoval,1,0.6194125681742124,0.0039345255293852,0.9936880662970476,6460,yes,37666
plates,destičku,4,0.4818887170429614,0.0258725709243478,0.9490457986115446,6225,no,164087
referendum,parlament,5,0.6361786332325265,0.0404278079330729,0.9402491530180714,6669,no,55261
claire,rebecca,4,0.5821455037165055,0.0230699674349664,0.9618813983868026,6939,no,3036
generations,potomci,7,0.525577414651641,0.1715040389989708,0.7539684378334769,5992,no,242446
chelsea,tottenhamem,3,0.6118570421492077,0.1561339880387717,0.7966981619556739,6081,no,4241
hostile,pronásledovaly,6,0.5532469097499857,0.0539053073097365,0.911216156681786,7384,no,86068
witnesses,svědka,8,0.5550563438589492,0.086126539121348,0.8656755484160443,6949,no,128917
ist,nichts,7,0.5597058889087652,0.0136289794884096,0.9762285877945795,7165,no,13938
empress,císařovna,0,0.7907172097300021,0.0,1.0,7120,yes,3962
sick,nemocné,0,0.6598326120070325,0.0,1.0,6598,yes,422989
circulation,výtisků,8,0.459791720826781,0.1485794480210525,0.7557750011355069,6131,no,173975
chaos,temnoty,7,0.4911753473109587,0.1734711772239242,0.7390023556576653,7179,no,119668
edmund,burchard,7,0.4988095291036226,0.063520842201917,0.8870399938483791,6109,no,518
freight,vlaky,3,0.6653105662695467,0.0671352395386908,0.9083410144391384,6154,no,79405
trinidad,kostarika,5,0.5711753251914884,0.0347195483915745,0.9426970751769947,6580,no,2154
squadrons,letouny,4,0.6614556146446857,0.0338747626374382,0.9512824928347782,6789,no,6859
churchill,collingwood,5,0.4988053122926047,0.1484665734238346,0.7706271866581955,6945,no,2825
deceased,zesnul,5,0.5782388670580499,0.0381719747672901,0.9380738102297912,6242,no,91387
hotels,hotels,2,0.6376986227426809,0.0760780319162753,0.8934147938018152,5668,no,360850
ussr,sovětské,2,0.7245429833588147,0.0901973613578882,0.8892931202648972,6114,no,833
carlo,giovanni,3,0.620509573752171,0.1364461788588959,0.8197435208224071,6367,no,1377
privacy,transparentnost,6,0.5043879176432697,0.0334479522836762,0.9378101124266416,6634,no,359031
pushed,ustupoval,6,0.5177656745062933,0.0297599399440038,0.9456464882033288,5991,no,278522
skull,lebce,6,0.5752080519176409,0.0879709409626247,0.8673496267115512,6961,no,71525
engagement,dojednání,4,0.4286306255267275,0.0116506336969159,0.9735382021086708,6171,no,320046
diana,roxanne,8,0.5122715598685179,0.0328608524725058,0.9397195035030338,6547,no,2983
hybrid,hybridním,7,0.4993970281284951,0.0671550013023716,0.8814671948667581,5891,no,170137
kazakhstan,turkmenistánu,7,0.6426464625103252,0.0777917287886029,0.8920216477580861,6953,no,727
conquest,dobytí,0,0.6515040291192206,0.0,1.0,6021,yes,33817
debates,diskuzím,9,0.5798423832196691,0.0888186636748119,0.867169376641095,7318,no,86744
batman,superhrdina,7,0.4525418630912871,0.1052811219776808,0.8112642813299202,5963,no,12095
doctrine,doktrína,3,0.6214633581342455,0.0359126644311587,0.9453696770213648,5658,yes,162760
harmony,harmonicky,8,0.4913368930149372,0.093272329719923,0.8404535438500512,6803,no,132933
trumpet,kontrabasy,9,0.6328611153213035,0.0371405674474347,0.9445664564692527,6848,no,34393
accordance,ustanovením,2,0.5797766789639126,0.1406177099031406,0.8048045458484391,6642,no,265013
newer,rozšířenější,5,0.5745218757029482,0.1122502866766785,0.8365538197009359,7307,no,152618
cry,remember,9,0.4614720284236726,0.0269452405846794,0.9448315153979154,7321,no,235647
celebrate,oslavit,0,0.6767517672677246,0.0,1.0,6591,yes,315903
propaganda,propagandistickým,4,0.6684720880816245,0.0139795799330214,0.97951564837743,5727,no,105606
cox,mackinnon,2,0.5295602904734837,0.0107157750641635,0.9801661118311804,6127,no,3786
willie,bobby,3,0.5758623864270371,0.0589292399544087,0.9071675845972828,6589,no,1672
dos,todos,2,0.5555347012832998,0.1800646401573287,0.7552137012457317,5810,no,17467
randy,darryl,5,0.5643928857851246,0.0165690383514429,0.9714799926413972,6732,no,5351
swift,journey,7,0.3984813941465592,0.0833644337670069,0.8269894042084329,7116,no,68512
confusing,přehlednější,5,0.591320396383559,0.0470796453102687,0.926253693240127,6374,no,152052
firms,maloobchodních,6,0.58630344123646,0.1533060165922704,0.7927203134444353,6558,no,543789
endings,dějové,0,0.4221059975344447,0.0,1.0,6561,no,23479
minneapolis,minnesota,5,0.5871369790616541,0.0446839113120869,0.929277565853109,7019,no,9027
diplomat,diplomatka,5,0.6206783315841611,0.1813684183593877,0.7738680215683772,6717,no,20902
intense,prudké,1,0.5833804054412737,0.0093137454411057,0.9842857476706328,6251,no,322515
obscure,ověřitelné,2,0.5350156427383008,0.0124063408083394,0.9773367873756892,6693,no,75480
fbi,policii,4,0.5767003286882738,0.1442623234552337,0.7999031946712847,6454,no,4093
accidents,nehod,1,0.7191260698586921,0.0060272054498428,0.9916883703693148,6149,yes,226715
bats,grizzlyové,2,0.4551926553780644,0.0010791541871392,0.9976348436074374,6910,no,46784
affiliate,femax,0,0.4506019491246094,0.0,1.0,6240,no,349891
infinite,nekonečnou,9,0.5540810947338276,0.066223530343381,0.8932403086062138,6727,no,103329
fiji,bruneji,9,0.5143338879909178,0.0657692480372849,0.8866249052063607,7171,no,784
suburban,předměstské,0,0.6685626833359937,0.0,1.0,6459,no,61497
estimate,odhady,1,0.6899998774804322,0.0224681842549435,0.9684642927007602,6687,no,268772
bonds,ligandů,8,0.4816239827813904,0.0216376799669848,0.9570051097299588,7044,no,217570
sad,zlej,3,0.4735387557138584,0.0540465139360688,0.8975587131689049,6829,no,358106
anybody,nechceš,1,0.6676254799411976,0.0011707364861341,0.9982494869776803,6952,no,303197
fever,nemoci,3,0.5735130127591175,0.0168173009131258,0.9715120492313682,7108,no,131504
forcing,nucen,2,0.6069847257315656,0.0102770820637013,0.9833505298174708,6113,no,133762
garage,garážích,9,0.5015999758590921,0.1096949919249749,0.8205530918688613,7403,no,249509
compact,kompaktnost,6,0.4887438756282163,0.0728747090487752,0.8702416354496383,6280,no,220023
saving,ušetří,3,0.4934200578562532,0.0306809699481853,0.9414598172479952,5653,no,454082
holocaust,holocaustem,4,0.683171017248222,0.082401197425444,0.8923665255268329,6040,no,15312
ludwig,johann,5,0.6325054344150751,0.0992186542880588,0.8644042804933368,6456,no,833
saxony,bavorsko,5,0.669405970894122,0.1000283325424553,0.8699975656197132,6734,no,223
barnes,dougherty,5,0.5549947368492834,0.0185302580512358,0.9676905832945432,6704,no,3001
minimal,omezené,1,0.5710179544256526,0.0499413887455431,0.9195738186489056,6077,no,282593
revolt,vzpoury,2,0.6437803009048212,0.0586007478808179,0.9165684381972806,6820,no,34363
findings,rozbory,3,0.5927458758310702,0.0371202093745626,0.9410665056486668,5952,no,335564
imo,imo,5,0.557391094241867,0.0439865497866052,0.9268570253261316,7140,yes,8686
legends,legendách,4,0.6263285540940446,0.0871156012150355,0.877894295486526,6152,no,57188
armament,kanón,8,0.7040123577079869,0.0488287765857839,0.9351406633331883,6981,no,5492
cdp,žilo,0,0.5253767287719575,0.0,1.0,6023,no,412
slovakia,slovinsko,3,0.6492327457419483,0.1285611374765136,0.834710531606991,6013,no,576
secured,zajistila,4,0.5647212716282668,0.0999853764335326,0.8495796954565185,5689,no,275422
arcade,dungeon,8,0.5317731503515162,0.0494087595834946,0.9149857235077746,6479,no,45634
suffolk,gloucestershire,0,0.5802057619460017,0.0,1.0,7005,no,1212
fiji,guineji,8,0.5163893346336166,0.0637138013945861,0.8901681486660872,7171,no,784
assassination,atentáty,9,0.6365216480239317,0.0551220909770938,0.9203027687972576,6509,no,51835
cowboys,sabres,7,0.4817394654630313,0.0495033391848973,0.9068159817850056,7196,no,16194
twins,narodí,9,0.4404816448342491,0.0784386583451445,0.8488425720393757,6177,no,79071
consulting,konzultantů,3,0.5953294071380641,0.0685587601701206,0.8967314623965954,7339,no,215972
distributor,distributora,2,0.6001044641142789,0.0341642925083264,0.9461359366173944,7167,no,74252
currency,mince,7,0.6142861353469434,0.0522834916235853,0.9215633453609235,5672,no,346161
crashed,havaroval,0,0.7675932954663954,0.0,1.0,6775,yes,68819
para,para,0,0.4711960543250821,0.0,1.0,6619,yes,31456
settle,urovnat,9,0.4889582010630521,0.088077121572475,0.8473626862733545,6633,no,262045
educator,vysokoškolský,2,0.6461258044526736,0.09816212286808,0.8681127030752217,7149,no,50050
elevated,vestibulárního,1,0.4408238716703527,0.0052062529100554,0.988327575598278,6014,no,142421
confirm,zpochybnit,7,0.5910845238797339,0.10564646519496,0.8483683561495295,6260,no,236654
stamp,bankovce,3,0.4941026926853782,0.0286959664870773,0.9451108644148004,6892,no,105708
bomber,bombardérech,3,0.700926588262704,0.035169880588139,0.9522210986244174,6071,no,28362
