en,es,position,score,rel_score,ratio_score,index,correctness,freqs
varieties,variantes,9,0.5657561491099279,0.2098891364234469,0.7294006160572277,6536,no,245288
liu,xiang,7,0.7300380287221357,0.0511376584630345,0.9345375703546276,5539,no,3257
motto,frase,3,0.4967450692047208,0.2579845615979005,0.6581761851279836,6914,no,50679
survivors,murieron,5,0.6266172975182884,0.2014186652197506,0.7567513075715623,5699,no,100705
consequently,tanto,8,0.5868746396460847,0.1350324610595006,0.8129503631041707,6175,no,181351
clergy,laicos,6,0.7322167196670537,0.073869551046343,0.908360241663752,7127,no,51283
happening,esto,8,0.5707410888052075,0.1696477625336004,0.7708666706328237,7066,no,467658
vulnerable,amenazada,4,0.5983305067011568,0.1599926804001117,0.7890178183635761,7058,no,231732
nominee,nominado,1,0.67627138977421,0.0122300652846266,0.982236689269478,6227,yes,51365
alexandria,egipto,7,0.5615387476425784,0.1666678873304641,0.7711255578759811,6543,no,7066
fires,incendiarios,9,0.5901646214293527,0.1188118527274442,0.8324177782221194,7015,no,121769
elevated,elevándose,7,0.5087073175429635,0.1691250849463552,0.750491295008547,6014,no,142421
bach,brahms,1,0.6461162762015265,0.0821351048288873,0.887215998529693,6928,no,1550
timeline,cronologías,1,0.5455494988154302,0.0166865246952014,0.9703211391703258,5598,no,81085
monk,monje,0,0.7720344152021322,0.0,1.0,6400,yes,37008
highlights,destaca,4,0.5187493706186936,0.0365424307287344,0.9341923820231752,6957,yes,227178
productive,productivas,6,0.6085016869856228,0.0658421962797297,0.9023610980781728,7064,yes,264497
thursday,madrugada,9,0.6096899952690298,0.1592767977271822,0.7928690820229387,6723,no,15636
pull,empujarla,7,0.6299545525209889,0.0689442091808478,0.9013530815064448,6160,no,544378
constantly,agresivamente,9,0.6039571640012422,0.2337116244044715,0.7209975736958264,5698,no,564896
guatemala,chiapas,6,0.6296185520079424,0.1554624296966051,0.8019791163975605,6759,no,1227
manuscripts,códice,8,0.6426324304695119,0.2248820828355022,0.7407742701862617,6567,no,44759
compounds,aldehídos,8,0.708450105041839,0.0294509602493204,0.9600881993066376,6107,no,144323
checking,comprobación,5,0.60720422090228,0.0368891147110962,0.9427270666044598,6292,yes,391981
centres,albergues,8,0.4804169485167257,0.2723449742603798,0.6382056982164575,5680,no,151535
protecting,protege,4,0.6911642757078342,0.0899319258124307,0.8848644691429888,6888,no,240101
arrive,dirigen,9,0.6104676139505305,0.0618505229792718,0.9080040838081248,5814,no,373596
simpson,mcallister,4,0.5780671657750903,0.1191555652357897,0.8290997124218397,5661,no,4937
suspension,hidroneumática,6,0.5235087749369612,0.2077231324530716,0.7159271493027535,5739,no,159441
convoy,zarparon,5,0.6056735605580199,0.0738643592955783,0.8913020787544985,6735,no,18503
proteins,proteína,1,0.8568405553961045,0.0250882951999916,0.9715529260857784,5592,no,160732
tissue,epitelial,7,0.7073656357727269,0.0320119317168474,0.9567042156478478,6281,no,345666
wrestler,luchadoras,6,0.5765957416887066,0.2327632947615447,0.7124103342536141,6122,no,16374
planets,orbitan,1,0.734148433427939,0.1099202992242033,0.8697732838902543,5958,no,87925
euro,eurocopas,5,0.537716628521128,0.2361035448615875,0.6948857719365561,5694,no,98179
hopkins,hopkin,3,0.6231234160674922,0.1191749065716817,0.8394514672376381,6432,no,1294
precisely,precisar,2,0.6387844807509319,0.0663804655822849,0.9058653355821836,7086,no,342738
precedent,irrelevancia,2,0.5411228203798928,0.0101329627891453,0.9816184009337856,6993,no,48777
prof,supervisora_doctoral,9,0.5038213535745019,0.1295272207403034,0.795488257188494,6959,no,7257
afl,nba,1,0.593894029666811,0.0334660441121029,0.9466557635545412,6343,no,704
arch,pretil,7,0.5251745109540326,0.0393239791212401,0.9303382031792564,5720,no,62120
trick,trick,1,0.548768481831937,0.015512725913496,0.9725088737661908,6146,yes,219033
confederation,confederaciones,2,0.6757152231608724,0.0986277080115122,0.8726304534578935,6754,no,6666
palomar,observatorio,9,0.5366203846326822,0.1101314778214077,0.8297160252410939,6321,no,150
sheet,láminas,6,0.4255477109856823,0.0215764323398709,0.9517439783515312,5705,no,311451
considerably,enormemente,8,0.6243417022862411,0.1577118106533034,0.7983362927934382,6728,no,266110
signals,señal,1,0.6692041158954929,0.1404797970690711,0.826500446878436,5530,no,238739
nurse,enfermeros,5,0.6125052637302207,0.1730238617252156,0.77973590524107,6485,no,203370
rookie,rookies,2,0.6525175852701394,0.0724406430072338,0.9000761144826711,5573,no,63448
sail,zarpar,4,0.6208059232389112,0.0224667232194518,0.9650743376962384,6588,no,82136
handball,voleibol,3,0.6702099149332003,0.1078310360652395,0.8614069915897579,5715,no,4798
kazakhstan,turkmenistán,6,0.730758800552527,0.1069205095690529,0.8723610476262872,6953,no,727
councils,cabildos,7,0.5371831833454285,0.0541541461560605,0.9084208903203967,6925,no,63502
northeastern,noroeste,1,0.6919480189743727,0.0113953813830194,0.9837982678486368,5763,no,22339
laser,electromagnético,4,0.6206715093631059,0.1739219031462755,0.7811183676982445,6115,no,285707
threats,intimidaciones,7,0.617161992347374,0.2379770098786342,0.7217095591954554,5515,no,208551
treasury,banco,6,0.5100822170955271,0.1590244111778052,0.7623332299245388,6847,no,37539
kazakhstan,bielorrusia,8,0.7059829905516108,0.131696319569969,0.8427843233338844,6953,no,727
accidentally,electrocuta,7,0.6209216124265611,0.2081868352827238,0.7489027691637734,6430,no,95770
striker,futbolista,5,0.728220512324266,0.0753362145034912,0.9062465511291282,6429,no,30805
abdul,abdul,0,0.7331508583243506,0.0,1.0,6190,yes,863
anthology,cuentos,2,0.6601842379408136,0.1286671729071755,0.8368930179526932,6181,no,27412
circular,circulares,1,0.6613282038048878,0.0791685485738948,0.8930872440431742,5904,yes,101655
thunder,thundercats,7,0.4908036887536307,0.156322148998348,0.7584362424140125,6391,no,37707
tissue,queratinocitos,8,0.705978924537379,0.0333986429521954,0.9548287040062704,6281,no,345666
prevention,prevenir,2,0.6793687321109783,0.1736690476388269,0.796411071395028,6655,no,259928
burke,grainger,6,0.5461674715194041,0.1273848611435678,0.8108760745583997,6582,no,1716
directions,direcciones,0,0.6687668550167268,0.0,1.0,6538,yes,278196
vocalist,baterista,5,0.7857257103586666,0.1060794161654573,0.8810509011325045,5666,no,30793
innocent,remordimientos,5,0.5516081785573158,0.0857007350584534,0.8655271670809832,6631,no,186939
recalled,recordaba,1,0.5859108626190238,0.0643833792509155,0.9009934655644816,6586,no,87805
modes,modulaciones,7,0.5169801009171875,0.1625175392044272,0.7608269262342983,6358,no,127220
julie,natalie,1,0.6514062269616041,0.1016919122384588,0.864968578535494,6453,no,2984
guild,actors,4,0.5048133544979545,0.165640550353159,0.7529426718904075,6118,no,38482
glenn,pederson,9,0.5154503083240001,0.1173754694537585,0.8145216684030537,5983,no,1933
generations,generacional,3,0.5636952561434643,0.238501592346558,0.7026894423787748,5992,no,242446
continent,continente,0,0.737781528221121,0.0,1.0,5496,yes,108252
bench,banquillo,0,0.513439615001738,0.0,1.0,6537,no,169874
mammals,primates,9,0.663388765535349,0.1510953782472819,0.8144894785237143,5816,no,47222
dissolved,disuelto,0,0.7850321976635154,0.0,1.0,6061,yes,54554
malta,albania,7,0.5333642624318212,0.2244450309831129,0.7038238605234162,5604,no,1713
roller,trampolines,6,0.4527699915450883,0.1263738989103907,0.7817918810971113,6856,no,79654
genres,subgéneros,0,0.6629916720337667,0.0,1.0,6922,no,63598
playwright,poeta,4,0.7128324184310552,0.1580992995977996,0.8184710737649795,6597,no,20874
precise,precisas,6,0.6685186506903386,0.1400382371579064,0.8268047192936786,7031,no,245627
sanctions,descalificaciones,9,0.5617635107847949,0.1855835830864985,0.7516768518826148,6559,no,98592
circles,concéntricas,9,0.4990958350572292,0.2572576055152626,0.6598711769982276,6583,no,160387
lucy,kate,2,0.611050377241671,0.1071189759631697,0.8508444067055356,6174,no,4034
tel,haifa,2,0.6778751680139223,0.1240466321628323,0.8453133059414388,6603,no,19444
joy,felicidad,1,0.5650544026407547,0.061349893496405,0.9020602287137384,5860,no,370645
arbitrators,biblios,0,0.6211583014267901,0.0,1.0,5946,no,7500
busy,ajetreada,0,0.5178559995349352,0.0,1.0,6550,no,607913
operators,proveedores,4,0.5692976152368132,0.2453158231230514,0.6988561548690283,5905,no,233328
palmer,mcginley,5,0.5591295103140539,0.1140786754596648,0.8305447291486003,5566,no,1913
associates,consultores,2,0.4970460593164658,0.075356687634257,0.8683502341040575,6599,no,126010
inns,whytcross,4,0.4211595034192488,0.0269181874585077,0.939925178140923,6314,no,12477
trap,escapase,9,0.5332626923881953,0.1512780137208552,0.7790080087702543,7077,no,132686
compounds,alcóxido,9,0.7073383263550592,0.0305627389361002,0.9585815221393658,6107,no,144323
crawford,crawford,0,0.6742229081890444,0.0,1.0,6909,yes,1813
darkness,oscuridad,0,0.8113076314038434,0.0,1.0,6866,yes,168890
segments,segmentos,0,0.7683900684072499,0.0,1.0,6407,yes,129120
phrases,adverbios,9,0.5959572675802278,0.1710169398767678,0.7770238709280758,6774,no,222733
accidentally,desmaya,3,0.6410617223062824,0.1880467254030025,0.7731940545020977,6430,no,95770
aboriginal,aborigen,1,0.617518880819972,0.0608780483567591,0.9102619045893416,6554,yes,28782
healthy,saludable,0,0.7844162765292636,0.0,1.0,6657,yes,1284843
chip,chipset,6,0.5897427700588957,0.1498817548388328,0.7973542658559657,6882,no,176186
lyon,toulouse,1,0.6071386770521278,0.1278688060840908,0.8260306064660937,6340,no,1236
meter,milésimas,8,0.4657659540642231,0.1690570988065077,0.733694140371848,5737,no,133390
collect,colectar,2,0.696898318089713,0.0571522631924237,0.9242063269877124,5687,no,370651
counsel,magistrado,3,0.5930548537985323,0.0673016329058762,0.8980828775654898,6931,no,178674
advised,aconsejado,0,0.7393947142911397,0.0,1.0,6703,yes,260125
rachel,kellie,9,0.6189971631430927,0.0877454472813267,0.8758452568345454,5910,no,6256
substance,substancia,2,0.6709863154551335,0.055294167041385,0.9238666488030676,5984,yes,330867
admit,admitirlo,2,0.6709084616950833,0.0551308493819787,0.9240663025529658,6577,no,348615
twentieth,sesenta,9,0.5329430238986854,0.1403810287836853,0.7915104499468881,6162,no,52032
witnesses,testificaron,2,0.6009585185947752,0.1875353949083317,0.762159996803079,6949,no,128917
arch,columnata,3,0.5386123708535946,0.0258861192216781,0.9541431559573766,5720,no,62120
inline,referencias,7,0.4886058882389093,0.0257413027453495,0.9499534493498628,6366,no,22386
conjunction,complementación,5,0.4618161843501583,0.0958338751105802,0.8281469292709231,6462,no,190203
propulsion,propulsion,1,0.7398849217617645,0.1073614888685445,0.8732818604818013,6621,no,19394
silence,vacilación,9,0.5056730881380186,0.1202386605290563,0.8078983805862194,6989,no,192256
pace,lentitud,7,0.4744284013194828,0.0502049456483466,0.9043046997707808,6390,no,360907
ulster,derry,7,0.5840203915701865,0.1695580597967056,0.7749961407612576,6725,no,557
occurring,acontecen,5,0.584779854261474,0.1339484047808349,0.8136313647117223,7020,no,153504
kerry,conor,6,0.4816353859843009,0.1172956038043614,0.8041583992076446,7023,no,2868
patron,mecenas,1,0.5944912573307068,0.0724948123522175,0.8913098554117022,6490,yes,47895
motorcycle,motos,6,0.642237837610971,0.0758362462429897,0.8943893841204091,5866,yes,173801
portraits,retratista,7,0.6869994879088672,0.1929092123001105,0.7807622401570814,6730,no,59414
ammunition,proyectiles,7,0.6698900559018497,0.1391889672790285,0.827966164872487,7014,no,49304
approached,acercó,0,0.7258219337438215,0.0,1.0,5925,no,166727
consequences,desencadenantes,4,0.6701648482553709,0.1799848735149072,0.7882903812047103,6129,no,373148
meter,amperímetro,7,0.4686739547392395,0.1661490981314913,0.7382749454668522,5737,no,133390
casey,allie,4,0.5428181011044927,0.0435889329050404,0.9256677864059664,7047,no,2485
pictured,silueta,6,0.4019373931025017,0.0260291034998174,0.939179576657365,5501,no,81732
cox,butterfield,2,0.5392418744823437,0.0437069511943815,0.92502437732224,6127,no,3786
reserved,reservarse,9,0.5499157845930275,0.1487202246460685,0.7871277422301152,6839,no,142397
latvia,estonias,8,0.6169205149738111,0.1824882484976572,0.7717209807593379,6885,no,314
triangle,equiláteros,6,0.567382698222106,0.1952157818507308,0.7440123643675692,6093,no,59398
alias,bandera,4,0.4491807077319841,0.228678567722304,0.662645956169814,6929,no,24360
hydrogen,dinitrógeno,3,0.7591184434830901,0.1151057228568831,0.8683338584212505,6156,no,100436
exhibit,exposición,3,0.6357073555372343,0.0634674280036426,0.9092252330923316,5792,yes,215828
observer,observadora,3,0.5283152934648878,0.20761916682556,0.7178836186803647,6119,yes,57335
rebels,insurrectos,1,0.6319273640401102,0.1346126359497489,0.8243892869888985,5640,no,51578
curtis,barratt,5,0.5685508516960885,0.0428033094631126,0.9299860666983072,6010,no,1980
surprised,enterado,1,0.6663697033300071,0.062242121694457,0.9145743734088212,5637,no,474850
stored,almacenadas,3,0.7785446760151122,0.0469745733873573,0.9430969375682534,5883,yes,340200
minimal,significativa,3,0.5608676090122515,0.0145043477765252,0.9747913543484534,6077,no,282593
stolen,robó,8,0.6429953542932196,0.15364094069291,0.8071379101606397,5933,no,182823
allmusic,musicomh,5,0.5852825033910494,0.199864407643575,0.7454432987831482,5758,no,251
bow,estribor,2,0.4838145485469505,0.0033569908244351,0.9931092222079172,5873,no,133731
presenter,locutor,6,0.6735778857612605,0.1587331704612151,0.8092862406734797,6323,no,41622
penn,haverford,4,0.5036147301969551,0.1326969069320905,0.7914592485990016,5924,no,3642
viola,clarinete,9,0.6416840124124489,0.0647120150795518,0.9083913094623332,6618,no,9546
canon,cánon,6,0.4845927376598623,0.1943779859745577,0.7137166902659898,5780,no,40018
disorder,epilepsia,9,0.6614619036263667,0.140588055652274,0.8247140916524475,5492,no,304085
ruins,vestigios,1,0.6721681339697451,0.1472987434313153,0.8202505220241807,6048,no,75473
judgment,juicioso,9,0.5679541114587068,0.1301681101079219,0.8135453849100852,5518,no,320397
troy,shelbyville,4,0.458383506693552,0.190381970084204,0.7065473165591669,6830,no,7403
midnight,madrugadas,7,0.5672495453738455,0.1656993599765279,0.7739278157495599,5942,no,115301
refugees,refugiado,5,0.62253981111222,0.2196582456789881,0.7391845731443616,6266,yes,90529
superintendent,superintendente,0,0.714241411905101,0.0,1.0,6493,yes,30222
colours,tricolores,4,0.5927012929141272,0.1902073699711812,0.7570503700007654,5520,no,223886
lebanese,libaneses,4,0.6552718565739495,0.0879370483788445,0.8816792320532947,7063,yes,1405
playwright,dramaturga,3,0.7346915278011219,0.1362401902277329,0.8435696078033764,6597,no,20874
holdings,holding,5,0.5567722184724747,0.1054649327320583,0.8407444636106117,6864,no,64579
surrey,nottinghamshire,2,0.6615467876171113,0.0291163520155246,0.9578429043846012,5818,no,2459
vital,crucial,1,0.6206706561430773,0.0288653269058138,0.9555600803356245,6382,no,630063
logical,decidible,5,0.6483657982488369,0.0844395548860998,0.8847721915173409,6450,no,191562
kills,matar,4,0.6903070594601495,0.0113809143559739,0.9837806620881944,5756,no,89966
proposals,proponer,6,0.6080885096966865,0.2093102621933688,0.7439312739492075,5593,no,226607
rochester,binghamton,7,0.5651471159845642,0.1365579708687204,0.805391220005118,6050,no,4242
jorge,armando,8,0.5757316069940064,0.0370449169537662,0.9395457960512148,6865,no,529
bicycle,bicicletas,1,0.7046383120884643,0.03811430801345,0.9486850574714628,6473,yes,131062
fraser,mackenzie,1,0.6205002794113225,0.1070885749485665,0.8528171860977999,6414,no,1085
nursing,odontología,9,0.6246004613230332,0.1504759867652365,0.8058565872613129,6090,no,297916
indo,indoarias,3,0.6056225873403986,0.0248848952673856,0.9605319588524762,6639,no,476
sailed,navegaba,8,0.7261845183521731,0.1117091464238611,0.8666786119528419,5927,no,39406
considers,considerar,7,0.595467440932432,0.1671040717395335,0.7808676708181511,6792,no,131577
publicity,publicitario,9,0.5672531129226575,0.0968426776593549,0.854173631224974,7101,no,118875
springfield,springfield,0,0.701922711986168,0.0,1.0,6308,yes,9676
propulsion,turbinas,2,0.666964061441506,0.180282349188803,0.7872137940901018,6621,no,19394
pub,piccadilly,9,0.42848660668794,0.1896779403089969,0.6931594650154907,6403,no,103484
configuration,configuraciones,1,0.7468858661858951,0.0499656542656753,0.937296154950724,6248,no,215656
doctorate,posdoctorado,9,0.72613909513079,0.1600855362641282,0.819362348333567,6757,no,29468
burn,quemara,6,0.5481473535307244,0.0856554727654412,0.8648547005288741,6025,no,352436
heir,heredero,0,0.8091354898449576,0.0,1.0,6274,yes,34885
inscription,bajorrelieve,4,0.6111547789350893,0.1653100654847248,0.7870990983394143,7059,no,26613
stamp,estampilla,0,0.6392543326757674,0.0,1.0,6892,yes,105708
malayalam,malayalam,0,0.6728044402344504,0.0,1.0,6722,yes,1641
underlying,persistencia,4,0.5784868747765206,0.2229326691653761,0.7218277606896759,6533,no,243128
mate,aparearse,6,0.3983094828210725,0.0869483265286497,0.8208203456938359,6338,no,129778
deliver,ofrecer,5,0.6133598334099409,0.0521453327791747,0.9216454876259268,6666,no,709685
nadu,chhattisgarh,3,0.633190956585082,0.0183569783248995,0.9718255905032748,5867,no,616
wagner,kleiber,4,0.5676017346298345,0.1725195164113719,0.7669037118327968,6557,no,1247
trustees,vicerrectores,6,0.5296395614790748,0.072785330842557,0.8791794101301889,6647,no,48852
desired,deseable,1,0.6242251456777493,0.0804234215082498,0.8858673312436874,6304,no,383727
enable,permitir,0,0.7266576224468884,0.0,1.0,6418,no,600062
